text	gold	text2	sys	cf_sents
On n'entend pas le reste.	3	On n'entend pas le reste.	9	0
AIR : Changement pique l'appétit.	8	AIR : Changement pique l'appétit.	8	0
Elle fuit les Égyptiens.	5	Elle fuit les Égyptiens.	7	0
Frappant du pied.	3	Frappant du pied.	7	0
Le poussant du coude.	6	Le poussant du coude.	6	0
Elle lui donne la lettre, il lit tout bas à part.	10	Elle lui donne la lettre, il lit tout bas à part.	3	0
Apercevant la Présidente.	0	Apercevant la Présidente.	7	0
Dorame et Oronte viennent.	4	Dorame et Oronte viennent.	4	0
En disant le dernier hémistiche elle remonte le théâtre et va pour sortir.	11	En disant le dernier hémistiche elle remonte le théâtre et va pour sortir.	5	0
Il frappe Scaramouche de toute sa force.	1	Il frappe Scaramouche de toute sa force.	1	0
Lisant son mémoire.	0	Lisant son mémoire.	0	0
Il montre un manuscrit avec modestie.	0	Il montre un manuscrit avec modestie.	10	0
Colin sort.	5	Colin sort.	0	0
Air : Que ne suis-je la fougère ?	8	Air : Que ne suis-je la fougère ?	2	0
Licaste sort.	5	Licaste sort.	7	0
Ils s'asseyent tous les deux.	0	Ils s'asseyent tous les deux.	0	0
Criant au fond.	3	Criant au fond.	3	0
Il leur baille des fleurets.	10	Il leur baille des fleurets.	0	0
Il se jette à ses genoux.	0	Il se jette à ses genoux.	0	0
Elle veut s'éloigner.	7	Elle veut s'éloigner.	7	0
Elle va vers le poète qui se tenait à l'écart et qui vient au devant d'elle.	7	Elle va vers le poète qui se tenait à l'écart et qui vient au devant d'elle.	6	0
À Célidan.	12	À Célidan.	12	0
Le Théâtre représente une Solitude.	11	Le Théâtre représente une Solitude.	11	0
L'ABEILLE ET L'ARAIGNÉE.	8	L'ABEILLE ET L'ARAIGNÉE.	9	0
À la mère.	12	À la mère.	12	0
À Genseric.	12	À Genseric.	12	0
AIR : Jusque dans la moindre chose. .	8	AIR : Jusque dans la moindre chose. .	9	0
À Mademoiselle Béjart et à Béjart.	12	À Mademoiselle Béjart et à Béjart.	12	0
À Sésostris.	12	À Sésostris.	12	0
Et Roger aussi.	5	Et Roger aussi.	12	0
La scène change et représente le jardin de la Fée.	11	La scène change et représente le jardin de la Fée.	11	0
La Ramée s'enfuit.	5	La Ramée s'enfuit.	5	0
AIR. (Je ne suis né ni Roi ni Prince.)	8	AIR. (Je ne suis né ni Roi ni Prince.)	2	0
À Agénor.	12	À Agénor.	12	0
Figaro passe le linge au cou de Bartholo.	10	Figaro passe le linge au cou de Bartholo.	6	0
S'en allant.	5	S'en allant.	5	0
Le Comte sied dans un fauteuil.	0	Le Comte sied dans un fauteuil.	0	0
Rosa se relève.	0	Rosa se relève.	7	0
Ôtant ses bottes et mettant des pantoufles.	10	Ôtant ses bottes et mettant des pantoufles.	0	0
Le théâtre représente un salon. Une porte au milieu et d'autres sur les côtés. L'action se passe le matin.	11	Le théâtre représente un salon. Une porte au milieu et d'autres sur les côtés. L'action se passe le matin.	11	0
Il chante avec l'écolier.	3	Il chante avec l'écolier.	8	0
À Adrienne.	12	À Adrienne.	12	0
Il se sauve.	5	Il se sauve.	5	0
Cassiope sort.	5	Cassiope sort.	0	0
Vers Angélique.	12	Vers Angélique.	12	0
Mariette parait.	4	Mariette parait.	4	0
Ayant lu.	0	Ayant lu.	2	0
À Margot.	12	À Margot.	12	0
À Frémissin.	12	À Frémissin.	6	0
À part de l'autre côté de l'endroit d'où on l'écoutait, mais, assez bas pour qu'il ne puisse être entendu des bergères.	2	À part de l'autre côté de l'endroit d'où on l'écoutait, mais, assez bas pour qu'il ne puisse être entendu des bergères.	2	0
Elle lui donne son portrait enrichi de diamants.	10	Elle lui donne son portrait enrichi de diamants.	10	0
À Madame de Maintenon.	12	À Madame de Maintenon.	12	0
Elle donne la pièce à Raoul.	10	Elle donne la pièce à Raoul.	3	0
Un salon. - Porte au fond. - Portes latérales. - Une cheminée. Un placard.	11	Un salon. - Porte au fond. - Portes latérales. - Une cheminée. Un placard.	11	0
Elle a son costume.	10	Elle a son costume.	10	0
Relevant la tête, et faisant semblant de s'essuyer les yeux.	0	Relevant la tête, et faisant semblant de s'essuyer les yeux.	0	0
Climène en action de se jeter aux pieds du Roi. Et Pamphilie, sa soeur aussi.	0	Climène en action de se jeter aux pieds du Roi. Et Pamphilie, sa soeur aussi.	0	0
À Dorval d'un air naïf.	12	À Dorval d'un air naïf.	0	0
À Bertrand.	12	À Bertrand.	12	0
bis	8	bis	0	0
Octave envoie Mezzetin et Pasquariel sous ce déguisement, pour achever de dégoûter Colombine du bailli. Le laquais qui tient la queue de la Marquise, la tient fichée dans sa culotte, et de ses deux mains casse des noix. Colombine, Mezzetin et Pasquariel parlent tous trois ensemble.	9	Octave envoie Mezzetin et Pasquariel sous ce déguisement, pour achever de dégoûter Colombine du bailli. Le laquais qui tient la queue de la Marquise, la tient fichée dans sa culotte, et de ses deux mains casse des noix. Colombine, Mezzetin et Pasquariel parlent tous trois ensemble.	6	0
À Tharès.	12	À Tharès.	11	0
À l'oreille de Dandinville.	12	À l'oreille de Dandinville.	12	0
À La Ramée.	12	À La Ramée.	2	0
Air. Je ne suis né ni Roi, ni Prince.	8	Air. Je ne suis né ni Roi, ni Prince.	2	0
LION OURS TIGRE ET PANTHERE	8	LION OURS TIGRE ET PANTHERE	1	0
Elle reprend les tablettes.	10	Elle reprend les tablettes.	0	0
Air des Bossus.	8	Air des Bossus.	8	0
Air 154 : Est-ce que ça se demande ?	8	Air 154 : Est-ce que ça se demande ?	2	0
Algine sort.	5	Algine sort.	0	0
AIR. Le vieux Docteur Blaise.	8	AIR. Le vieux Docteur Blaise.	4	0
Regardant à sa montre.	0	Regardant à sa montre.	0	0
Il entend de Porcie.	0	Il entend de Porcie.	6	0
Domitian entre.	4	Domitian entre.	4	0
Air : Vivre sans amour.	8	Air : Vivre sans amour.	2	0
Le théâtre change, et représente les Champs Élysées.	11	Le théâtre change, et représente les Champs Élysées.	11	0
Entrée de ballet de trois Pantomimes.	4	Entrée de ballet de trois Pantomimes.	4	0
À La Baronne.	12	À La Baronne.	3	0
ENTRÉE.	8	ENTRÉE.	4	0
Avec colère.	3	Avec colère.	1	0
Il revient encore.	7	Il revient encore.	7	0
Air : Lise demande son portrait.	8	Air : Lise demande son portrait.	6	0
Harald sort.	5	Harald sort.	0	0
Se soulevant un peu.	0	Se soulevant un peu.	7	0
Puis il indiquera l'arbre dont le fruit est défendu, et dira :	0	Puis il indiquera l'arbre dont le fruit est défendu, et dira :	0	0
AIR : Marchande de marée.	8	AIR : Marchande de marée.	8	0
Il chante.	3	Il chante.	8	0
AIR : J'aime Henriette (d'une Heure de Folie.)	8	AIR : J'aime Henriette (d'une Heure de Folie.)	3	0
Marton rit.	3	Marton rit.	7	0
Mélisse se retire.	5	Mélisse se retire.	5	0
La voix reprend.	3	La voix reprend.	8	0
Laforêt entre.	5	Laforêt entre.	4	0
Avec moins d'élan.	3	Avec moins d'élan.	7	0
AIR : Le luth galant.	8	AIR : Le luth galant.	8	0
Il boit encore.	0	Il boit encore.	0	0
Il ôte sa perruque.	10	Il ôte sa perruque.	0	0
Le souper est un ambigu : tout est servi en même temps ; les plats sont apportés de la cuisine par l'aide de cuisine jusqu'à la porte du salon, où Germon les va prendre. Il y a quatre servantes aux quatre coins de la table, pour dispenser les valets de servir : ce qui donne toute la liberté dont on a besoin en soupant dans une petite maison. La Verdure allume les bougies : elles sont en grand nombre, comme dans une fête.	9	Le souper est un ambigu : tout est servi en même temps ; les plats sont apportés de la cuisine par l'aide de cuisine jusqu'à la porte du salon, où Germon les va prendre. Il y a quatre servantes aux quatre coins de la table, pour dispenser les valets de servir : ce qui donne toute la liberté dont on a besoin en soupant dans une petite maison. La Verdure allume les bougies : elles sont en grand nombre, comme dans une fête.	11	0
Aux deux courtisans.	12	Aux deux courtisans.	6	0
Clameurs éloignées.)	9	Clameurs éloignées.)	8	0
Ce nuage et d'autres qui sortent du calvaire, au lieu du sépulcre, se succèdent rapidement, le dernier porte Jésus ayant sa croix à son côté au milieu des éclairs et d'un tonnerre dont les Gardes ont été foudroyés.	9	Ce nuage et d'autres qui sortent du calvaire, au lieu du sépulcre, se succèdent rapidement, le dernier porte Jésus ayant sa croix à son côté au milieu des éclairs et d'un tonnerre dont les Gardes ont été foudroyés.	9	0
À Tersky.	12	À Tersky.	12	0
AIR. Quel plaisir va nous unir.	8	AIR. Quel plaisir va nous unir.	2	0
AIR 61 : Les Trembleurs.	8	AIR 61 : Les Trembleurs.	8	0
Air : Des Proverbes.	8	Air : Des Proverbes.	8	0
Azor fait un pas.	7	Azor fait un pas.	7	0
Elle s'affaisse dans les bras de Rosalie et glisse peu à peu jusqu'à terre.	0	Elle s'affaisse dans les bras de Rosalie et glisse peu à peu jusqu'à terre.	0	0
Présentant.	0	Présentant.	4	0
Ils sortent tous, excepté Hémon et Antigone.	5	Ils sortent tous, excepté Hémon et Antigone.	5	0
Regardant la figure de la madone.	0	Regardant la figure de la madone.	0	0
Le bruit redouble.	9	Le bruit redouble.	8	0
Air : Des Fraises.	8	Air : Des Fraises.	8	0
Au garçon.	12	Au garçon.	12	0
Le laquais sort.	5	Le laquais sort.	5	0
Hérode se retire.	5	Hérode se retire.	5	0
En montrant Molière et les piédestaux.	0	En montrant Molière et les piédestaux.	11	0
Air Noté, n°1.	8	Air Noté, n°1.	8	0
DÉCORATION du PREMIER ACTE. Cette grande masse de montagnes et ces rochers élevés les uns sur les autres qui la composaient, ayant disparu e un moment par un merveilleux artifice, laissent voir en leur place la ville capitale du royaume de Céphée, ou plutôt la place publique de cette ville. Les deux côtés et le fond de théâtre sont des palais magnifiques, tous différents de structure, mais qui gardent admirablement l'égalité et les justesses de la perspective. Après que les dieux ont eu loisir de se satisfaire à considérer leur beauté, la rein Cassiope paraît comme passant par cette place pour aller au temple : elle est conduite par Persée, encore inconnu, mais qui passe pour un cavalier de grand mérite qu'elle entretient des malheurs publics, attendant que le roi la rejoigne pour aller à ce temple de compagnie.	11	DÉCORATION du PREMIER ACTE. Cette grande masse de montagnes et ces rochers élevés les uns sur les autres qui la composaient, ayant disparu e un moment par un merveilleux artifice, laissent voir en leur place la ville capitale du royaume de Céphée, ou plutôt la place publique de cette ville. Les deux côtés et le fond de théâtre sont des palais magnifiques, tous différents de structure, mais qui gardent admirablement l'égalité et les justesses de la perspective. Après que les dieux ont eu loisir de se satisfaire à considérer leur beauté, la rein Cassiope paraît comme passant par cette place pour aller au temple : elle est conduite par Persée, encore inconnu, mais qui passe pour un cavalier de grand mérite qu'elle entretient des malheurs publics, attendant que le roi la rejoigne pour aller à ce temple de compagnie.	11	0
Il donne à sa femme une poignée de main.	6	Il donne à sa femme une poignée de main.	6	0
À Aricie.	12	À Aricie.	4	0
Aux sacrificateurs.	12	Aux sacrificateurs.	6	0
Se plaçant derrière Molière.	11	Se plaçant derrière Molière.	7	0
Elle se rapproche de Jéphoné.	7	Elle se rapproche de Jéphoné.	6	0
Testament de Léonce.	8	Testament de Léonce.	9	0
À L'Impératif.	12	À L'Impératif.	3	0
Il sort avec Mademoiselle des Brisées.	5	Il sort avec Mademoiselle des Brisées.	5	0
À Zoroastre.	12	À Zoroastre.	12	0
À Guillaume qui entre.	12	À Guillaume qui entre.	4	0
Prenant la bouteille.	10	Prenant la bouteille.	0	0
À Du Rosé.	12	À Du Rosé.	12	0
Le greffier écrit.	0	Le greffier écrit.	0	0
Amadis combat contre Arcalaüs.	1	Amadis combat contre Arcalaüs.	1	0
On apporte un grand Miroir, Angélique s'y voit fort laide, et s'en va toute fâchée.	11	On apporte un grand Miroir, Angélique s'y voit fort laide, et s'en va toute fâchée.	0	0
Elle sort avec Lisette.	5	Elle sort avec Lisette.	5	0
À Antoine, qui veut parler.	12	À Antoine, qui veut parler.	12	0
À Monsieur de Chambre.	12	À Monsieur de Chambre.	12	0
Elle entre à gauche.	4	Elle entre à gauche.	4	0
Sonnet	8	Sonnet	9	0
Il mange goulûment.	0	Il mange goulûment.	0	0
Justine se défend.	6	Justine se défend.	1	0
Il répète encore ces quatre derniers vers.	3	Il répète encore ces quatre derniers vers.	3	0
On égorge les Victimes.	1	On égorge les Victimes.	1	0
Le bord de l'Arno.	11	Le bord de l'Arno.	11	0
À Édmond.	12	À Édmond.	12	0
Air : Sa ne vous va brin.	8	Air : Sa ne vous va brin.	2	0
Autre plus énorme encore.	0	Autre plus énorme encore.	7	0
Il se met à genoux devant Monsieur Oronte.	0	Il se met à genoux devant Monsieur Oronte.	0	0
Alcandre sort.	5	Alcandre sort.	5	0
Angélique s'en va.	5	Angélique s'en va.	5	0
Il met une Manche pour l'autre.	10	Il met une Manche pour l'autre.	0	0
Lisant :	0	Lisant :	2	0
Entrée de Madame Robin et d’un Officier.	4	Entrée de Madame Robin et d’un Officier.	4	0
La vielle joue très doucement.	8	La vielle joue très doucement.	8	0
On entend un symphonie.	8	On entend un symphonie.	8	0
Il tire son poignard.	1	Il tire son poignard.	1	0
Les Suivant des deux Comédies, et ceux de la Foire se battent à coups d'épée. Les derniers sont repoussés, et abandonnent le champ de bataille.	1	Les Suivant des deux Comédies, et ceux de la Foire se battent à coups d'épée. Les derniers sont repoussés, et abandonnent le champ de bataille.	1	0
Tous se mettent à genoux, excepté le Juge et les Soldats.	0	Tous se mettent à genoux, excepté le Juge et les Soldats.	0	0
Lisanor paraît.	4	Lisanor paraît.	4	0
À Ariston.	12	À Ariston.	4	0
Le théâtre représente l'entrée de la forêt sacrée : on y voit les tombeaux et les statues des Rois de la Colchide.	11	Le théâtre représente l'entrée de la forêt sacrée : on y voit les tombeaux et les statues des Rois de la Colchide.	11	0
Après un silence, assez long pour reposer les yeux du spectateur, qui doivent avoir peine à suivre les vivacités des mouvements précédents, l'infortuné Kerkabon, abattu par le malheur, offre ses jours pour réparer sa faute :	9	Après un silence, assez long pour reposer les yeux du spectateur, qui doivent avoir peine à suivre les vivacités des mouvements précédents, l'infortuné Kerkabon, abattu par le malheur, offre ses jours pour réparer sa faute :	9	0
Air : Lampons.	8	Air : Lampons.	8	0
La quittant.	7	La quittant.	5	0
AIR : C'est Suson la camarde.	8	AIR : C'est Suson la camarde.	2	0
AIR. La mort de mon cher père.	8	AIR. La mort de mon cher père.	9	0
Il ramasse tous ses papiers.	10	Il ramasse tous ses papiers.	0	0
Air : Vous avez raison, la Plante.	8	Air : Vous avez raison, la Plante.	12	0
Elle sort avec Monsieur Sévin.	5	Elle sort avec Monsieur Sévin.	5	0
Air 78 : Or écoutez, Petits et Grands.	8	Air 78 : Or écoutez, Petits et Grands.	2	0
À Lourdis en riant.	12	À Lourdis en riant.	3	0
À Edouard.	12	À Edouard.	12	0
À la Fleur.	12	À la Fleur.	12	0
Le palais du roi.	11	Le palais du roi.	11	0
Prenant des fleurs dans le tiroir.	10	Prenant des fleurs dans le tiroir.	10	0
Il lève les yeux et voit Mouravieff qui est entré sans qu'il l'ait entendu, et qui est debout immobile auprès de lui.	0	Il lève les yeux et voit Mouravieff qui est entré sans qu'il l'ait entendu, et qui est debout immobile auprès de lui.	6	0
Il se jette à genoux.	0	Il se jette à genoux.	0	0
Présentant un morceau à Varade.	10	Présentant un morceau à Varade.	8	0
En lui présentant la plume.	10	En lui présentant la plume.	6	0
L'on entend un bruit d'armes.	9	L'on entend un bruit d'armes.	1	0
Elle parle à Sicandre.	12	Elle parle à Sicandre.	6	0
Elle prend les mains de Clarice et du Chevalier, en disant à la Dame :	6	Elle prend les mains de Clarice et du Chevalier, en disant à la Dame :	6	0
Il lui donne la promesse de Cléandre.	10	Il lui donne la promesse de Cléandre.	10	0
Air : Tout est dit.	8	Air : Tout est dit.	2	0
À Suzon.	12	À Suzon.	12	0
DUO du silvain.	8	DUO du silvain.	8	0
On entend un bruit souterrain.	9	On entend un bruit souterrain.	11	0
Il donne le papier à Ragueneau.	10	Il donne le papier à Ragueneau.	3	0
Un deuxième valet entre.	4	Un deuxième valet entre.	4	0
AIR. La Gentille.	8	AIR. La Gentille.	8	0
À Thaler.	12	À Thaler.	12	0
Ils se tiennent les mains un instant.	6	Ils se tiennent les mains un instant.	6	0
À Paul Ferrier.	12	À Paul Ferrier.	12	0
Aux soldats.	12	Aux soldats.	6	0
Regardant du coté opposé.	0	Regardant du coté opposé.	7	0
À Charlot.	12	À Charlot.	12	0
Il ôte son costume de vieillard.	10	Il ôte son costume de vieillard.	0	0
Octave lui donnant la main.	6	Octave lui donnant la main.	6	0
Il lui donne un manche d'éclanche.	10	Il lui donne un manche d'éclanche.	10	0
En s'éloignant.	7	En s'éloignant.	7	0
PRIMO.	8	PRIMO.	4	0
Fin de la lettre.	8	Fin de la lettre.	9	0
Il frappe toujours.	0	Il frappe toujours.	1	0
Air : Joconde.	8	Air : Joconde.	8	0
Ils se mettent à table.	0	Ils se mettent à table.	6	0
Montrant son amant.	0	Montrant son amant.	6	0
