	text	gold	goldStr	text2	sys	sysStr	cf_sents
1712	Air : Chantez, dansez.	8	music	Air : Chantez, dansez.	8	music	0
1713	AIR : Monsieur le Prévot des Marchands.	8	music	AIR : Monsieur le Prévot des Marchands.	4	entrance	0
1714	Il lit en parcourant.	0	action	Il lit en parcourant.	7	movement	0
1715	Air du Piège	8	music	Air du Piège	8	music	0
1716	AIR : Les filles sont si sottes.	8	music	AIR : Les filles sont si sottes.	2	aparte	0
1717	Il se laisse choir sur la borne.	10	object	Il se laisse choir sur la borne.	0	action	0
1718	dit-il à Pierrot;	12	toward	dit-il à Pierrot;	6	interaction	0
1719	Madame Dumond et le prieur sortent. Hélène va leur ouvrir la porte, et leur fait plusieurs révérences, que Madame Dumond lui rend après l'avoir embrassée. Pendant ce temps Monique reste seule sur le devant du théâtre.	9	narration	Madame Dumond et le prieur sortent. Hélène va leur ouvrir la porte, et leur fait plusieurs révérences, que Madame Dumond lui rend après l'avoir embrassée. Pendant ce temps Monique reste seule sur le devant du théâtre.	6	interaction	0
1720	Colombine rentre chez elle.	5	exit	Colombine rentre chez elle.	4	entrance	0
1721	À ses soeurs.	12	toward	À ses soeurs.	12	toward	0
1722	Elle va ouvrir.	0	action	Elle va ouvrir.	7	movement	0
1723	Elle ferme la bible et va prendre le berceau.	10	object	Elle ferme la bible et va prendre le berceau.	0	action	0
1724	À Zoroaste.	12	toward	À Zoroaste.	4	entrance	0
1725	Oronte s'endort.	0	action	Oronte s'endort.	0	action	0
1726	Les ombres répètent ces deux derniers vers.	3	delivery	Les ombres répètent ces deux derniers vers.	9	narration	0
1727	D'un ton sévère.	3	delivery	D'un ton sévère.	3	delivery	0
1728	Après avoir lu la lettre.	0	action	Après avoir lu la lettre.	9	narration	0
1729	Il se met à sa table de travail, étale des papiers et s'y absorbe. Un quart d'heure s'écoule. Colombinette fait mine de s'éveiller. Pierrot met sa plume d'oie à l'oreille, et apprête vite le café au lait de Colombinette. Au moment où elle ouvre les yeux, il le lui pose sur la tablette.	9	narration	Il se met à sa table de travail, étale des papiers et s'y absorbe. Un quart d'heure s'écoule. Colombinette fait mine de s'éveiller. Pierrot met sa plume d'oie à l'oreille, et apprête vite le café au lait de Colombinette. Au moment où elle ouvre les yeux, il le lui pose sur la tablette.	0	action	0
1730	Il pleure et regardant le valet de pique.	3	delivery	Il pleure et regardant le valet de pique.	0	action	0
1731	Apercevant Monsieur Jourdain.	0	action	Apercevant Monsieur Jourdain.	4	entrance	0
1732	Enchanté.	3	delivery	Enchanté.	3	delivery	0
1733	TRIO DE RAOUL DE CRÉQUI	8	music	TRIO DE RAOUL DE CRÉQUI	8	music	0
1734	À lui.	12	toward	À lui.	12	toward	0
1735	Aux chefs.	12	toward	Aux chefs.	6	interaction	0
1736	Il dit à un des Arabes.	12	toward	Il dit à un des Arabes.	6	interaction	0
1737	Au Sommeil.	12	toward	Au Sommeil.	9	narration	0
1738	Air : Vraiment oui, c'est demain.	8	music	Air : Vraiment oui, c'est demain.	2	aparte	0
1739	AIR. le bonheur de ma vie n'a duré qu'un moment.	8	music	AIR. le bonheur de ma vie n'a duré qu'un moment.	2	aparte	0
1740	Il lève les Gardes de la Chambre.	0	action	Il lève les Gardes de la Chambre.	7	movement	0
1741	Madame Simon et Perrette sortent.	5	exit	Madame Simon et Perrette sortent.	5	exit	0
1742	La crypte des anciens rois de Pologne dans la cathédrale de Varsovie.	11	setting	La crypte des anciens rois de Pologne dans la cathédrale de Varsovie.	11	setting	0
1743	NUIT.	11	setting	NUIT.	11	setting	0
1744	Mouvement de retraite.	7	movement	Mouvement de retraite.	7	movement	0
1745	Le petit Blandineau et sa soeur battent Jannot, qui se laisse battre.	1	aggression	Le petit Blandineau et sa soeur battent Jannot, qui se laisse battre.	1	aggression	0
1746	En regardant le diamant.	0	action	En regardant le diamant.	6	interaction	0
1747	Valère sort.	5	exit	Valère sort.	5	exit	0
1748	Don Juan entre.	4	entrance	Don Juan entre.	4	entrance	0
1749	Les vents obéissent aussitôt à ce commandement de Persée, et on les voit en un moment détacher cette princesse, et la reporter par-dessus les flots jusqu'aux lieux d'où ils avaient apportée au commencement de cet acte. En même temps Persée revole en haut sur son cheval ailé ; et, après avoir fait un caracol admirable au milieu de l'air, il tire du même côté qu'on a vu disparaître la Princesse : tandis qu'il vole, tout le rivage retentit de cris de joie et de chants de victoire.	9	narration	Les vents obéissent aussitôt à ce commandement de Persée, et on les voit en un moment détacher cette princesse, et la reporter par-dessus les flots jusqu'aux lieux d'où ils avaient apportée au commencement de cet acte. En même temps Persée revole en haut sur son cheval ailé ; et, après avoir fait un caracol admirable au milieu de l'air, il tire du même côté qu'on a vu disparaître la Princesse : tandis qu'il vole, tout le rivage retentit de cris de joie et de chants de victoire.	9	narration	0
1750	Air : Les Proverbes.	8	music	Air : Les Proverbes.	8	music	0
1751	Il la caresse.	6	interaction	Il la caresse.	6	interaction	0
1752	Il va pour écouter à la porte.	0	action	Il va pour écouter à la porte.	7	movement	0
1753	À Baliveau, voyant son profond étonnement.	12	toward	À Baliveau, voyant son profond étonnement.	9	narration	0
1754	Air : Ces Filles sont si sottes.	8	music	Air : Ces Filles sont si sottes.	2	aparte	0
1755	Après qu'elle a lu.	0	action	Après qu'elle a lu.	9	narration	0
1756	Ils s'asseyent à la table.	0	action	Ils s'asseyent à la table.	0	action	0
1757	AIR 49 : Jardinier, ne vois-tu, pas ?	8	music	AIR 49 : Jardinier, ne vois-tu, pas ?	12	toward	0
1758	Embrassant son père.	6	interaction	Embrassant son père.	6	interaction	0
1759	Madame de l'Architrave accompagnée de plusieurs maçons avec leurs outils, salue Arlequin.	4	entrance	Madame de l'Architrave accompagnée de plusieurs maçons avec leurs outils, salue Arlequin.	4	entrance	0
1760	À l'orchestre : flûtes et clarinettes.	8	music	À l'orchestre : flûtes et clarinettes.	8	music	0
1761	Elle veut s'enfuir.	7	movement	Elle veut s'enfuir.	7	movement	0
1762	AIR. Il n'est point de fleurettes, etc.	8	music	AIR. Il n'est point de fleurettes, etc.	8	music	0
1763	Apercevant Jean.	0	action	Apercevant Jean.	4	entrance	0
1764	AIR. tourne, tourne, tourne, c'est son paiement.	8	music	AIR. tourne, tourne, tourne, c'est son paiement.	8	music	0
1765	L'Amour paraît dans sa Gloire, environné de Grâces et de Plaisirs. Les Divinités de la Terre sont assises sur les ailes du Théâtre, enchaînées de Fleurs ; et les Divinités du Ciel sont au-dessus, assises sur des Nuages. On voit au fond l'Antre de la Jalousie, où elle est enchaînée avec la Rage et le Désespoir.	9	narration	L'Amour paraît dans sa Gloire, environné de Grâces et de Plaisirs. Les Divinités de la Terre sont assises sur les ailes du Théâtre, enchaînées de Fleurs ; et les Divinités du Ciel sont au-dessus, assises sur des Nuages. On voit au fond l'Antre de la Jalousie, où elle est enchaînée avec la Rage et le Désespoir.	11	setting	0
1766	ORACLE.	8	music	ORACLE.	2	aparte	0
1767	À Euryclès.	12	toward	À Euryclès.	12	toward	0
1768	CLOMIRE, PASTORALE.	8	music	CLOMIRE, PASTORALE.	8	music	0
1769	À Célie, Galimatias.	12	toward	À Célie, Galimatias.	12	toward	0
1770	LICOMÈDE contraint ALCESTE d'entrer dans la Ville, CÉPHISE la suit, et les soldats de LICOMÈDE ferment la Porte de la Ville aussitôt qu'ils y sont entrés.	7	movement	LICOMÈDE contraint ALCESTE d'entrer dans la Ville, CÉPHISE la suit, et les soldats de LICOMÈDE ferment la Porte de la Ville aussitôt qu'ils y sont entrés.	4	entrance	0
1771	À Perside.	12	toward	À Perside.	4	entrance	0
1772	AIR : Restez, restez, troupe jolie.	8	music	AIR : Restez, restez, troupe jolie.	2	aparte	0
1773	Sangaride se retire.	5	exit	Sangaride se retire.	5	exit	0
1774	Il présente à Junon trois pailles qu'il a ramassées.	0	action	Il présente à Junon trois pailles qu'il a ramassées.	10	object	0
1775	Il avient une paire de pistolets.	1	aggression	Il avient une paire de pistolets.	10	object	0
1776	AIR : Amis, voici la riante semaine.	8	music	AIR : Amis, voici la riante semaine.	2	aparte	0
1777	L'Abbé sort.	5	exit	L'Abbé sort.	5	exit	0
1778	Il dit ces quatre vers bas.	3	delivery	Il dit ces quatre vers bas.	3	delivery	0
1779	Voyant paraître Éliante.	0	action	Voyant paraître Éliante.	4	entrance	0
1780	Vivement et allant à lui.	7	movement	Vivement et allant à lui.	7	movement	0
1781	Ils se retirent chacun de leur côté. Les filous reviennent, se félicitent de leur fourberie et se proposent de partager la bourse. Divertissant dit qu'il en veut les deux tiers ; Sans-Quartier prétend en avoir la moitié. Ils se battent, le Maître et Gilles se jettent sur eux, appellent les voisins à leur secours. Ils s'emparent de la bourse et battent les filous qui se sauvent, poursuivis par les voisins. Gilles, animé de colère, ne s'en aperçoit pas, il se jette sur son maître qui tient la bourse, la lui veut arracher ; l'assomme de coups. Le Maître crie au secours, les voisins l'arrachent des mains de Gilles qui rosse et son maître et tous les voisins. Après s'être bien battus, ils se reconnaissent, s'embrassent et finissent ainsi la parade.	9	narration	Ils se retirent chacun de leur côté. Les filous reviennent, se félicitent de leur fourberie et se proposent de partager la bourse. Divertissant dit qu'il en veut les deux tiers ; Sans-Quartier prétend en avoir la moitié. Ils se battent, le Maître et Gilles se jettent sur eux, appellent les voisins à leur secours. Ils s'emparent de la bourse et battent les filous qui se sauvent, poursuivis par les voisins. Gilles, animé de colère, ne s'en aperçoit pas, il se jette sur son maître qui tient la bourse, la lui veut arracher ; l'assomme de coups. Le Maître crie au secours, les voisins l'arrachent des mains de Gilles qui rosse et son maître et tous les voisins. Après s'être bien battus, ils se reconnaissent, s'embrassent et finissent ainsi la parade.	1	aggression	0
1782	Au moment où l'on voit qu'elle va dire : J'irai, arrive Monsieur de Courcelles.	4	entrance	Au moment où l'on voit qu'elle va dire : J'irai, arrive Monsieur de Courcelles.	4	entrance	0
1783	L'Exempt et ses Gardes arrivent.	4	entrance	L'Exempt et ses Gardes arrivent.	4	entrance	0
1784	Le camp sous Varsovie.	11	setting	Le camp sous Varsovie.	11	setting	0
1785	À Alcipe.	12	toward	À Alcipe.	12	toward	0
1786	Ils sortent de la maison d'Atalante.	4	entrance	Ils sortent de la maison d'Atalante.	5	exit	0
1787	À Monréal fils.	12	toward	À Monréal fils.	12	toward	0
1788	Il veut prendre Javotte.	6	interaction	Il veut prendre Javotte.	6	interaction	0
1789	Tout le monde garde le silence.	3	delivery	Tout le monde garde le silence.	0	action	0
1790	Au grand-prêtre.	12	toward	Au grand-prêtre.	12	toward	0
1791	CHANSON des Basques.	8	music	CHANSON des Basques.	8	music	0
1792	Au Jeune Homme.	12	toward	Au Jeune Homme.	12	toward	0
1793	À Émilie et au Marquis.	12	toward	À Émilie et au Marquis.	12	toward	0
1794	Entrant dans le corridor.	5	exit	Entrant dans le corridor.	4	entrance	0
1795	AIR 5. Quand le péril est agréable.	8	music	AIR 5. Quand le péril est agréable.	9	narration	0
1796	Il est interrompu par l'arrivée d'André qui, d'un air effrayé, entre par le fond.	3	delivery	Il est interrompu par l'arrivée d'André qui, d'un air effrayé, entre par le fond.	4	entrance	0
1797	Montrant Mégatise.	0	action	Montrant Mégatise.	0	action	0
1798	Air. Pour la Baronne.	8	music	Air. Pour la Baronne.	10	object	0
1799	On n'entend pas le reste.	3	delivery	On n'entend pas le reste.	9	narration	0
1800	AIR : Changement pique l'appétit.	8	music	AIR : Changement pique l'appétit.	8	music	0
1801	Elle fuit les Égyptiens.	5	exit	Elle fuit les Égyptiens.	7	movement	0
1802	Frappant du pied.	3	delivery	Frappant du pied.	7	movement	0
1803	Le poussant du coude.	6	interaction	Le poussant du coude.	6	interaction	0
1804	Elle lui donne la lettre, il lit tout bas à part.	10	object	Elle lui donne la lettre, il lit tout bas à part.	3	delivery	0
1805	Apercevant la Présidente.	0	action	Apercevant la Présidente.	7	movement	0
1806	Dorame et Oronte viennent.	4	entrance	Dorame et Oronte viennent.	4	entrance	0
1807	En disant le dernier hémistiche elle remonte le théâtre et va pour sortir.	11	setting	En disant le dernier hémistiche elle remonte le théâtre et va pour sortir.	5	exit	0
1808	Il frappe Scaramouche de toute sa force.	1	aggression	Il frappe Scaramouche de toute sa force.	1	aggression	0
1809	Lisant son mémoire.	0	action	Lisant son mémoire.	0	action	0
1810	Il montre un manuscrit avec modestie.	0	action	Il montre un manuscrit avec modestie.	10	object	0
1811	Colin sort.	5	exit	Colin sort.	0	action	0
1812	Air : Que ne suis-je la fougère ?	8	music	Air : Que ne suis-je la fougère ?	2	aparte	0
1813	Licaste sort.	5	exit	Licaste sort.	7	movement	0
1814	Ils s'asseyent tous les deux.	0	action	Ils s'asseyent tous les deux.	0	action	0
1815	Criant au fond.	3	delivery	Criant au fond.	3	delivery	0
1816	Il leur baille des fleurets.	10	object	Il leur baille des fleurets.	0	action	0
1817	Il se jette à ses genoux.	0	action	Il se jette à ses genoux.	0	action	0
1818	Elle veut s'éloigner.	7	movement	Elle veut s'éloigner.	7	movement	0
1819	Elle va vers le poète qui se tenait à l'écart et qui vient au devant d'elle.	7	movement	Elle va vers le poète qui se tenait à l'écart et qui vient au devant d'elle.	6	interaction	0
1820	À Célidan.	12	toward	À Célidan.	12	toward	0
1821	Le Théâtre représente une Solitude.	11	setting	Le Théâtre représente une Solitude.	11	setting	0
1822	L'ABEILLE ET L'ARAIGNÉE.	8	music	L'ABEILLE ET L'ARAIGNÉE.	9	narration	0
1823	À la mère.	12	toward	À la mère.	12	toward	0
1824	À Genseric.	12	toward	À Genseric.	12	toward	0
1825	AIR : Jusque dans la moindre chose. .	8	music	AIR : Jusque dans la moindre chose. .	9	narration	0
1826	À Mademoiselle Béjart et à Béjart.	12	toward	À Mademoiselle Béjart et à Béjart.	12	toward	0
1827	À Sésostris.	12	toward	À Sésostris.	12	toward	0
1828	Et Roger aussi.	5	exit	Et Roger aussi.	12	toward	0
1829	La scène change et représente le jardin de la Fée.	11	setting	La scène change et représente le jardin de la Fée.	11	setting	0
1830	La Ramée s'enfuit.	5	exit	La Ramée s'enfuit.	5	exit	0
1831	AIR. (Je ne suis né ni Roi ni Prince.)	8	music	AIR. (Je ne suis né ni Roi ni Prince.)	2	aparte	0
1832	À Agénor.	12	toward	À Agénor.	12	toward	0
1833	Figaro passe le linge au cou de Bartholo.	10	object	Figaro passe le linge au cou de Bartholo.	6	interaction	0
1834	S'en allant.	5	exit	S'en allant.	5	exit	0
1835	Le Comte sied dans un fauteuil.	0	action	Le Comte sied dans un fauteuil.	0	action	0
1836	Rosa se relève.	0	action	Rosa se relève.	7	movement	0
1837	Ôtant ses bottes et mettant des pantoufles.	10	object	Ôtant ses bottes et mettant des pantoufles.	0	action	0
1838	Le théâtre représente un salon. Une porte au milieu et d'autres sur les côtés. L'action se passe le matin.	11	setting	Le théâtre représente un salon. Une porte au milieu et d'autres sur les côtés. L'action se passe le matin.	11	setting	0
1839	Il chante avec l'écolier.	3	delivery	Il chante avec l'écolier.	8	music	0
1840	À Adrienne.	12	toward	À Adrienne.	12	toward	0
1841	Il se sauve.	5	exit	Il se sauve.	5	exit	0
1842	Cassiope sort.	5	exit	Cassiope sort.	0	action	0
1843	Vers Angélique.	12	toward	Vers Angélique.	12	toward	0
1844	Mariette parait.	4	entrance	Mariette parait.	4	entrance	0
1845	Ayant lu.	0	action	Ayant lu.	2	aparte	0
1846	À Margot.	12	toward	À Margot.	12	toward	0
1847	À Frémissin.	12	toward	À Frémissin.	6	interaction	0
1848	À part de l'autre côté de l'endroit d'où on l'écoutait, mais, assez bas pour qu'il ne puisse être entendu des bergères.	2	aparte	À part de l'autre côté de l'endroit d'où on l'écoutait, mais, assez bas pour qu'il ne puisse être entendu des bergères.	2	aparte	0
